1;6
1;6
1;25
1;4
1;10
1;4
1;6
1;12
1;16
1;13
1;12
1;14
1;6
1;4
1;9
1;10
1;4
1;15
1;19
1;10
1;10
2;18
2;7
2;7
2;15
2;19
2;5
2;23
2;16
2;15
2;13
2;7
2;16
2;11
2;2
2;20
2;18
2;15
2;16
2;8
2;6
2;11
2;12
2;5
2;21
2;10
2;15
2;12
2;3
2;3
2;6
2;4
2;10
2;2
2;10
2;10
2;3
2;6
2;7
3;8
3;14
3;12
3;8
3;8
3;21
3;2
3;13
3;24
3;9
3;17
3;5
3;20
3;14
3;8
3;24
3;18
3;7
3;10
3;16
3;16
3;5
3;9
3;3
3;19
3;14
3;17
3;3
3;11
3;15
3;22
3;7
3;5
3;5
3;23
3;12
3;1
3;12
3;9
50;11
50;12
50;0
50;28
50;17
50;9
50;11
50;10
50;6
50;8
50;10
50;22
50;22
50;14
50;10
50;3
50;11
50;8
